word_1	word_2	biword	frequency
3POSS	entrails	3POSS|entrails	1
entrails	3POSS.	entrails|3POSS.	1
3POSS.	PROG	3POSS.|PROG	2
here.and.there	lie<3sbj.stv>down.	here.and.there|lie<3sbj.stv>down.	1
die[3sbj]	PST	die[3sbj]|PST	1
EMP	trample	EMP|trample	1
trample	3SBJ.PASS.	trample|3SBJ.PASS.	1
ITER	come.to.life	ITER|come.to.life	1
come.to.life	REFL	come.to.life|REFL	1
REFL	3SBJ.INDF.	REFL|3SBJ.INDF.	1
once.upon.a.time	where	once.upon.a.time|where	1
where	dwell	where|dwell	3
dwell	NMLZ.P	dwell|NMLZ.P	7
NMLZ.P	owl	NMLZ.P|owl	2
marry	male.be.married	marry|male.be.married	1
male.be.married	3SBJ.DEF.	male.be.married|3SBJ.DEF.	1
PROG	search.for	PROG|search.for	1
search.for	NMLZ.P	search.for|NMLZ.P	1
NMLZ.P	woods	NMLZ.P|woods	1
3POSS	go.about	3POSS|go.about	1
go.to	fish.with.net	go.to|fish.with.net	1
fish.with.net	NMLZ.P	fish.with.net|NMLZ.P	1
NMLZ.P	PROG	NMLZ.P|PROG	14
PROG	NEG.EMPH	PROG|NEG.EMPH	4
NEG.EMPH	bring	NEG.EMPH|bring	1
bring	NEG[3SBJ].	bring|NEG[3SBJ].	1
NEG[3SBJ]	venison.	NEG[3SBJ]|venison.	1
already	ITER	already|ITER	2
ITER	for.nothing	ITER|for.nothing	1
for.nothing	come[3sbj].	for.nothing|come[3sbj].	1
come[3sbj].	DEM	come[3sbj].|DEM	1
DEM	belly	DEM|belly	1
belly	SUB	belly|SUB	2
at.last	starve[3sbj].	at.last|starve[3sbj].	1
starve[3sbj].	some.time	starve[3sbj].|some.time	1
here.and.there	be.sore	here.and.there|be.sore	1
be.sore	3SBJ.STV	be.sore|3SBJ.STV	1
3SBJ.STV	LOC.	3SBJ.STV|LOC.	1
LOC.	what.int	LOC.|what.int	1
what.int	ADVS	what.int|ADVS	5
PROG	be.fortunate	PROG|be.fortunate	1
be.fortunate	1SBJ.SBJV.	be.fortunate|1SBJ.SBJV.	1
1SBJ.SBJV.	very	1SBJ.SBJV.|very	1
very	be.large	very|be.large	4
be.large	3SBJ.DEF	be.large|3SBJ.DEF	1
1POSS	husband.	1POSS|husband.	3
husband.	now	husband.|now	2
AFF	watch	AFF|watch	1
watch	3OBJ[1SBJ].	watch|3OBJ[1SBJ].	1
go.to	PROG	go.to|PROG	9
PROG	be.light[nmlz]	PROG|be.light[nmlz]	1
be.light[nmlz]	lie.down	be.light[nmlz]|lie.down	1
lie.down	TH.STV[1SBJ]	lie.down|TH.STV[1SBJ]	1
TH.STV[1SBJ]	AFF.	TH.STV[1SBJ]|AFF.	1
3NEG	sleep[1sbj].	3NEG|sleep[1sbj].	1
sleep[1sbj].	already	sleep[1sbj].|already	1
already	know	already|know	2
DEM.PROX	get.up	DEM.PROX|get.up	1
get.up	NMLZ.P.	get.up|NMLZ.P.	1
1NEG	UNK	1NEG|UNK	1
UNK	sleep	UNK|sleep	1
sleep	1SBJ<N.IND>SBJV.	sleep|1SBJ<N.IND>SBJV.	1
PROG	1POSS	PROG|1POSS	4
1POSS	withness.by.seeing	1POSS|withness.by.seeing	1
withness.by.seeing	CONT[1SBJ].	withness.by.seeing|CONT[1SBJ].	1
CONT[1SBJ].	PST	CONT[1SBJ].|PST	1
ITER	enter	ITER|enter	1
enter	NMLZ.INF	enter|NMLZ.INF	3
3POSS	fire	3POSS|fire	1
EMP	burn	EMP|burn	2
burn	happen.to	burn|happen.to	1
happen.to	3SBJ<TH.STV>PASS.	happen.to|3SBJ<TH.STV>PASS.	1
PROG	sleep	PROG|sleep	4
sleep	3SBJ.DEF.	sleep|3SBJ.DEF.	4
wood	go.to	wood|go.to	2
go.to	carry	go.to|carry	1
burn	CAUS	burn|CAUS	1
3SBJ.INDF	INCH	3SBJ.INDF|INCH	4
INCH	carry	INCH|carry	4
PST	burn	PST|burn	1
burn	3SBJ.DEF	burn|3SBJ.DEF	1
3SBJ.DEF	3POSS.	3SBJ.DEF|3POSS.	1
3POSS.	1NEG	3POSS.|1NEG	1
move	1SBJ<N.IND>SBJV.	move|1SBJ<N.IND>SBJV.	1
3OBJ	ADVS[1SBJ]	3OBJ|ADVS[1SBJ]	1
ADVS[1SBJ]	3POSS	ADVS[1SBJ]|3POSS	1
INCH	be.hand	INCH|be.hand	3
be.hand	CAUS	be.hand|CAUS	3
3SBJ.DEF	chief	3SBJ.DEF|chief	2
chief	pound	chief|pound	3
pound	NMLZ.INST	pound|NMLZ.INST	2
dwell	3SBJ<N.IND>STV.	dwell|3SBJ<N.IND>STV.	1
3SBJ<N.IND>STV.	DEM	3SBJ<N.IND>STV.|DEM	1
around	INCH	around|INCH	5
DEM.DIST	chief	DEM.DIST|chief	1
NMLZ.INST	where	NMLZ.INST|where	1
dwell	3SBJ.STV.	dwell|3SBJ.STV.	2
PST	be.up	PST|be.up	7
be.up	3SBJ<NMLZ.P>PASS	be.up|3SBJ<NMLZ.P>PASS	1
NMLZ.P.	INCH	NMLZ.P.|INCH	11
INCH	take<3sbj>out	INCH|take<3sbj>out	1
take<3sbj>out	DEM.PROX	take<3sbj>out|DEM.PROX	1
DEM.PROX	UNK	DEM.PROX|UNK	1
UNK	3SBJ<NMLZ.P>STV	UNK|3SBJ<NMLZ.P>STV	2
3SBJ<NMLZ.P>STV	food.	3SBJ<NMLZ.P>STV|food.	1
INCH	cook[3sbj].	INCH|cook[3sbj].	1
cook[3sbj].	be.dry	cook[3sbj].|be.dry	1
be.dry	3SBJ<NMLZ.P>STV	be.dry|3SBJ<NMLZ.P>STV	3
3SBJ<NMLZ.P>STV	fresh.meat	3SBJ<NMLZ.P>STV|fresh.meat	1
INCH	put	INCH|put	1
3SBJ.INDF	ITER	3SBJ.INDF|ITER	6
ITER	be.in.center	ITER|be.in.center	1
be.in.center	arrange	be.in.center|arrange	1
ITER	lie.down	ITER|lie.down	2
lie.down	3SBJ<N.IND>STV.	lie.down|3SBJ<N.IND>STV.	1
3SBJ<N.IND>STV.	PST	3SBJ<N.IND>STV.|PST	1
ITER	get.up	ITER|get.up	1
get.up	3POSS[3SBJ].	get.up|3POSS[3SBJ].	1
3POSS[3SBJ].	woods	3POSS[3SBJ].|woods	1
be.while	be.light	be.while|be.light	1
be.light	3SBJ.DEF	be.light|3SBJ.DEF	2
PST	get.up	PST|get.up	2
get.up	3SBJ.DEF	get.up|3SBJ.DEF	2
3SBJ.DEF	children.	3SBJ.DEF|children.	1
be.large	get.up	be.large|get.up	2
get.up	2SBJ.IMP	get.up|2SBJ.IMP	1
2SBJ.IMP	go.to	2SBJ.IMP|go.to	1
go.to	EMPH	go.to|EMPH	1
EMPH	mark	EMPH|mark	1
mark	wash.face	mark|wash.face	1
wash.face	2SBJ.IMP	wash.face|2SBJ.IMP	1
feast	1PL.SBJ	feast|1PL.SBJ	1
1PL.SBJ	AFF	1PL.SBJ|AFF	1
INCH	cook[1sbj]	INCH|cook[1sbj]	2
cook[1sbj]	AFF.	cook[1sbj]|AFF.	1
1SBJ	eat	1SBJ|eat	2
NMLZ.P	lie	NMLZ.P|lie	1
be.up	carry	be.up|carry	2
pound	NMLZ.INST.	pound|NMLZ.INST.	1
PROG	cl.elk.meat	PROG|cl.elk.meat	1
EMP	already	EMP|already	2
already	AUG[3SBJ]	already|AUG[3SBJ]	1
AUG[3SBJ]	food.	AUG[3SBJ]|food.	1
DEM	get.up	DEM|get.up	1
get.up	3SBJ<NMLZ.P>STV.	get.up|3SBJ<NMLZ.P>STV.	1
3SBJ<NMLZ.P>STV.	1SG	3SBJ<NMLZ.P>STV.|1SG	1
1SG	nearly	1SG|nearly	1
nearly	starve[1pl.sbj].	nearly|starve[1pl.sbj].	1
INCH	cook[1sbj].	INCH|cook[1sbj].	2
cook[1sbj].	PST	cook[1sbj].|PST	2
3SBJ.DEF.	children	3SBJ.DEF.|children	1
PL	feast	PL|feast	2
3SBJ.DEF.	be.enough	3SBJ.DEF.|be.enough	1
be.enough	3OBJ	be.enough|3OBJ	1
3OBJ	eat	3OBJ|eat	1
eat	EMP	eat|EMP	3
children.	PST	children.|PST	1
all	out	all|out	4
INCH	PROG	INCH|PROG	3
PROG	play[3sbj].	PROG|play[3sbj].	1
be.in.middle	at.end.of	be.in.middle|at.end.of	1
at.end.of	LOC[NMLZ]	at.end.of|LOC[NMLZ]	1
LOC[NMLZ]	again.and.again	LOC[NMLZ]|again.and.again	1
ITER	feast[3sbj].	ITER|feast[3sbj].	1
be.far	afternoon[nmlz]	be.far|afternoon[nmlz]	1
afternoon[nmlz]	children	afternoon[nmlz]|children	1
children	walk.about.outside[3sbj].	children|walk.about.outside[3sbj].	1
3SBJ.DEF.	around	3SBJ.DEF.|around	9
3NEG	happen[3sbj]	3NEG|happen[3sbj]	1
around	on.arrival	around|on.arrival	2
on.arrival	talk.to	on.arrival|talk.to	2
talk.to	TH.PASS[3SBJ].	talk.to|TH.PASS[3SBJ].	1
TH.PASS[3SBJ].	what.int	TH.PASS[3SBJ].|what.int	1
happen.to	3SBJ.DEF	happen.to|3SBJ.DEF	1
3PL?	inside	3PL?|inside	1
inside	PROG	inside|PROG	1
come	EMPH	come|EMPH	1
EMPH	for.nothing	EMPH|for.nothing	4
for.nothing	go[3sbj].	for.nothing|go[3sbj].	1
go[3sbj].	INCH	go[3sbj].|INCH	1
talk.to	2OBJ[1SBJ]	talk.to|2OBJ[1SBJ]	3
2OBJ[1SBJ]	AFF.	2OBJ[1SBJ]|AFF.	3
what.int	DEM	what.int|DEM	4
already	treat.so	already|treat.so	2
treat.so	1OBJ	treat.so|1OBJ	2
2SBJ<N.IND>SBJV?	now	2SBJ<N.IND>SBJV?|now	1
PROG	know	PROG|know	4
3OBJ[1SBJ]	what.int	3OBJ[1SBJ]|what.int	2
1OBJ	2SBJ<N.IND>SBJV.	1OBJ|2SBJ<N.IND>SBJV.	1
2SBJ<N.IND>SBJV.	PROG	2SBJ<N.IND>SBJV.|PROG	1
PROG	burn	PROG|burn	2
1OBJ	2SBJ.	1OBJ|2SBJ.	3
almost	starve[1pl.sbj].	almost|starve[1pl.sbj].	1
starve[1pl.sbj].	2NEG	starve[1pl.sbj].|2NEG	1
2NEG	be.ashamed	2NEG|be.ashamed	2
be.ashamed	NEG	be.ashamed|NEG	2
NEG	INT?	NEG|INT?	1
no.longer.2sbj	dwell[2sbj.imp]	no.longer.2sbj|dwell[2sbj.imp]	1
dwell[2sbj.imp]	AFF.	dwell[2sbj.imp]|AFF.	1
AFF.	people	AFF.|people	3
people	SUB	people|SUB	3
ITER	so	ITER|so	6
so	go<2sbj.imp>.	so|go<2sbj.imp>.	1
go<2sbj.imp>.	PROG	go<2sbj.imp>.|PROG	1
PROG	be.black	PROG|be.black	1
be.black	be.dark	be.black|be.dark	1
AFF	so	AFF|so	1
go	2SBJ.	go|2SBJ.	5
2SBJ.	DEM	2SBJ.|DEM	3
PROG	talk	PROG|talk	2
talk	2SBJ.	talk|2SBJ.	2
pleiades	3NEG	pleiades|3NEG	1
EMP	harpoon[3sbj].	EMP|harpoon[3sbj].	1
harpoon[3sbj].	aldebaran	harpoon[3sbj].|aldebaran	1
steal	3SBJ.DEF	steal|3SBJ.DEF	2
3SBJ.DEF	harpoon.	3SBJ.DEF|harpoon.	1
harpoon.	how.int	harpoon.|how.int	1
PST	DIST	PST|DIST	1
DIST	find	DIST|find	1
find	TH.SBJV	find|TH.SBJV	1
TH.SBJV	1SBJ.SBJV?	TH.SBJV|1SBJ.SBJV?	2
1SBJ.SBJV?	talk	1SBJ.SBJV?|talk	1
talk	NMLZ.INF	talk|NMLZ.INF	6
INCH	be.so[3sbj].	INCH|be.so[3sbj].	1
be.so[3sbj].	encircle.dim	be.so[3sbj].|encircle.dim	1
encircle.dim	tail.dim	encircle.dim|tail.dim	1
tail.dim	look.like.dim[nmlz]	tail.dim|look.like.dim[nmlz]	1
eat	NMLZ.A	eat|NMLZ.A	5
give	TH.PASS[3SBJ]	give|TH.PASS[3SBJ]	2
TH.PASS[3SBJ]	INDF	TH.PASS[3SBJ]|INDF	1
INDF	come	INDF|come	2
come	NMLZ.P	come|NMLZ.P	5
3POSS	bore.hole	3POSS|bore.hole	1
bore.hole	3OBJ	bore.hole|3OBJ	1
3POSS.	frog	3POSS.|frog	1
frog	person	frog|person	1
TH.PASS[3SBJ]	PST	TH.PASS[3SBJ]|PST	1
PST	urinate	PST|urinate	1
urinate	2SBJ.	urinate|2SBJ.	1
2SBJ.	fire	2SBJ.|fire	1
fire	WARN	fire|WARN	1
all	put.out.fire	all|put.out.fire	1
put.out.fire	2SBJ.	put.out.fire|2SBJ.	1
2SBJ.	body.louse	2SBJ.|body.louse	1
body.louse	person	body.louse|person	1
give	TH.PASS[3SBJ].	give|TH.PASS[3SBJ].	1
TH.PASS[3SBJ].	sweat.house	TH.PASS[3SBJ].|sweat.house	1
then	enter	then|enter	1
enter	3SBJ.DEF	enter|3SBJ.DEF	1
go.to	tie.in.knots	go.to|tie.in.knots	1
tie.in.knots	NMLZ.INF	tie.in.knots|NMLZ.INF	2
everything	CESS	everything|CESS	1
CESS	NMLZ.INF	CESS|NMLZ.INF	1
NMLZ.INF	do.of.own.volition.	NMLZ.INF|do.of.own.volition.	1
do.of.own.volition.	pleiades	do.of.own.volition.|pleiades	1
3SBJ.DEF	dwell	3SBJ.DEF|dwell	3
dwell	NMLZ.P.	dwell|NMLZ.P.	4
PFV	on.arrival	PFV|on.arrival	1
on.arrival	fetch	on.arrival|fetch	1
3SBJ.IMPL	harpoon.	3SBJ.IMPL|harpoon.	1
harpoon.	go.out	harpoon.|go.out	1
all	know	all|know	1
know	TH.PASS	know|TH.PASS	2
TH.PASS	3SBJ.PASS	TH.PASS|3SBJ.PASS	10
3SBJ.PASS	harpoon	3SBJ.PASS|harpoon	1
PFV	fetch	PFV|fetch	4
3OBJ	TH.PASS	3OBJ|TH.PASS	1
3SBJ.PASS.	in.vain	3SBJ.PASS.|in.vain	1
in.vain	go.in	in.vain|go.in	1
go.in	3SBJ.INDF.	go.in|3SBJ.INDF.	1
out	go[3sbj]	out|go[3sbj]	1
go[3sbj]	hair	go[3sbj]|hair	1
3POSS	PFV	3POSS|PFV	2
PFV	tie.in.knots	PFV|tie.in.knots	1
3POSS.	out	3POSS.|out	1
PST	some	PST|some	1
some	out	some|out	1
go[3sbj].	around	go[3sbj].|around	1
around	DEM.DIST	around|DEM.DIST	1
DEM.DIST	INCH	DEM.DIST|INCH	5
near	go.down.to	near|go.down.to	1
go.down.to	3SBJ.INDF.	go.down.to|3SBJ.INDF.	1
canoe	on.arrival	canoe|on.arrival	1
on.arrival	go.down	on.arrival|go.down	1
go.down	3SBJ<NMLZ.P>PASS.	go.down|3SBJ<NMLZ.P>PASS.	1
INCH	go.in.canoe[3sbj].	INCH|go.in.canoe[3sbj].	7
go.in.canoe[3sbj].	3NEG	go.in.canoe[3sbj].|3NEG	2
be.far	go.in.canoe[3sbj].	be.far|go.in.canoe[3sbj].	3
(canoe)	go.into	(canoe)|go.into	1
go.into	cl.liquid[3sbj].	go.into|cl.liquid[3sbj].	2
cl.liquid[3sbj].	ITER	cl.liquid[3sbj].|ITER	1
go.to	go.in.canoe[3sbj].	go.to|go.in.canoe[3sbj].	1
another	EMP	another|EMP	1
go.down	3SBJ.PASS.	go.down|3SBJ.PASS.	1
3SBJ.PASS.	ITER	3SBJ.PASS.|ITER	1
go.in.canoe[3sbj].	ITER	go.in.canoe[3sbj].|ITER	3
ITER	go.into	ITER|go.into	4
cl.liquid[3sbj].	border	cl.liquid[3sbj].|border	1
go.down	3SBJ.PASS	go.down|3SBJ.PASS	1
3SBJ.PASS	NMLZ.P.	3SBJ.PASS|NMLZ.P.	1
NMLZ.P.	ITER	NMLZ.P.|ITER	1
DEM	who	DEM|who	1
who	INDF	who|INDF	1
INDF	succeed	INDF|succeed	1
succeed	NMLZ.INF.	succeed|NMLZ.INF.	1
long.ago	INIT	long.ago|INIT	1
INIT	be.born[nmlz]	INIT|be.born[nmlz]	1
be.born[nmlz]	3NEG	be.born[nmlz]|3NEG	1
EMP	talk	EMP|talk	4
talk	NEG[3SBJ].	talk|NEG[3SBJ].	1
be.right	be.so[3sbj].	be.right|be.so[3sbj].	1
be.so[3sbj].	PL	be.so[3sbj].|PL	1
PL	have.fur	PL|have.fur	1
have.fur	3SBJ.DEF.	have.fur|3SBJ.DEF.	1
listen.to	3SBJ.DEF	listen.to|3SBJ.DEF	1
CONT	way.up	CONT|way.up	1
way.up	be.above	way.up|be.above	2
be.above	old.man.	be.above|old.man.	1
how.int	AFF	how.int|AFF	2
AFF	get.rid.of	AFF|get.rid.of	1
get.rid.of	3SBJ.PASS?	get.rid.of|3SBJ.PASS?	1
3SBJ.DEF.	condor	3SBJ.DEF.|condor	1
condor	know	condor|know	1
DEM	3POSS	DEM|3POSS	7
go.to	happen[3sbj].	go.to|happen[3sbj].	1
happen[3sbj].	water	happen[3sbj].|water	1
INCH	weave<emp>baskets	INCH|weave<emp>baskets	1
weave<emp>baskets	3SBJ.INDF.	weave<emp>baskets|3SBJ.INDF.	1
any.one	3NEG	any.one|3NEG	1
PST	be.long.time	PST|be.long.time	3
be.long.time	make	be.long.time|make	1
make	3SBJ.PASS	make|3SBJ.PASS	1
3SBJ.PASS	loose.storage.basket	3SBJ.PASS|loose.storage.basket	1
loose.storage.basket	UNK	loose.storage.basket|UNK	1
CESS	make	CESS|make	1
make	3SBJ.PASS.	make|3SBJ.PASS.	1
3SBJ.PASS.	water	3SBJ.PASS.|water	1
PST	get.into	PST|get.into	1
get.into	3SBJ.DEF.	get.into|3SBJ.DEF.	3
INCH	be.tossed<emp>by.waves	INCH|be.tossed<emp>by.waves	1
be.tossed<emp>by.waves	3SBJ.PASS.	be.tossed<emp>by.waves|3SBJ.PASS.	1
know	UNK	know|UNK	1
suddenly	no.longer	suddenly|no.longer	1
EMP	move	EMP|move	1
EMPH	float	EMPH|float	1
at.side.of.fire	by.hand[3sbj].	at.side.of.fire|by.hand[3sbj].	1
by.hand[3sbj].	look.around	by.hand[3sbj].|look.around	1
3SBJ.DEF.	land	3SBJ.DEF.|land	4
3SBJ.DEF	people	3SBJ.DEF|people	2
PST	no.longer	PST|no.longer	1
3SBJ.DEF.	bird	3SBJ.DEF.|bird	1
bird	PST	bird|PST	1
3SBJ.DEF	pigeon	3SBJ.DEF|pigeon	1
pigeon	bird	pigeon|bird	1
bird	DEF	bird|DEF	1
DEF	be.dove	DEF|be.dove	1
be.dove	NMLZ.A.	be.dove|NMLZ.A.	1
raccoon	3POSS	raccoon|3POSS	1
3POSS	track	3POSS|track	1
track	3POSS.	track|3POSS.	1
on.arrival	call.someone.kin	on.arrival|call.someone.kin	1
call.someone.kin	3OBJ	call.someone.kin|3OBJ	1
3NEG	appear.right	3NEG|appear.right	1
appear.right	EMP	appear.right|EMP	1
face	3SBJ.DEF.	face|3SBJ.DEF.	1
ITER	talk.to	ITER|talk.to	2
3POSS.	3NEG	3POSS.|3NEG	2
come	1SBJ.SBJV	come|1SBJ.SBJV	2
1SBJ.SBJV	AFF	1SBJ.SBJV|AFF	2
around	talk.to	around|talk.to	1
talk.to	3OBJ[1SBJ]	talk.to|3OBJ[1SBJ]	1
1SG	wife	1SG|wife	1
wife	INT?	wife|INT?	1
INT?	PST	INT?|PST	1
PST	laugh.aloud	PST|laugh.aloud	2
laugh.aloud	3SBJ.DEF.	laugh.aloud|3SBJ.DEF.	2
3SBJ.DEF.	long.time	3SBJ.DEF.|long.time	1
long.time	UNK	long.time|UNK	1
INCH	have.thoughts	INCH|have.thoughts	1
have.thoughts	3SBJ.DEF	have.thoughts|3SBJ.DEF	1
EMP	woman.marry	EMP|woman.marry	1
woman.marry	3SBJ.DEF.	woman.marry|3SBJ.DEF.	1
INDF	3NEG	INDF|3NEG	1
INCH	be.pregnant	INCH|be.pregnant	1
be.pregnant	3SBJ.DEF	be.pregnant|3SBJ.DEF	1
(PST	EMP	(PST|EMP	1
EMP	become.pregnant	EMP|become.pregnant	1
become.pregnant	3SBJ.DEF).	become.pregnant|3SBJ.DEF).	1
be.born[3sbj]	child	be.born[3sbj]|child	1
child	EMP	child|EMP	1
EMP	be.born[3sbj].	EMP|be.born[3sbj].	1
be.born[3sbj].	from.then.on	be.born[3sbj].|from.then.on	1
person	PROG	person|PROG	1
INCH	be.born[3sbj].	INCH|be.born[3sbj].	1
be.born[3sbj].	be.good	be.born[3sbj].|be.good	1
EMP	be.so[3sbj]	EMP|be.so[3sbj]	5
be.so[3sbj]	INCH	be.so[3sbj]|INCH	1
INCH	use	INCH|use	4
use	TH.STV	use|TH.STV	1
TH.STV	3SBJ.STV	TH.STV|3SBJ.STV	2
3SBJ.STV	talk	3SBJ.STV|talk	1
talk	NMLZ.INF.	talk|NMLZ.INF.	1
be.nice	person	be.nice|person	1
PST	be.so.	PST|be.so.	1
be.so.	way.up	be.so.|way.up	1
be.above	old.man	be.above|old.man	1
3SBJ.DEF	be.good	3SBJ.DEF|be.good	1
be.good	happen[3sbj].	be.good|happen[3sbj].	1
3OBJ	3SBJ	3OBJ|3SBJ	1
3SBJ	relating.to.	3SBJ|relating.to.	1
relating.to.	be.content	relating.to.|be.content	1
AFF	like	AFF|like	2
man.marry	3SBJ<TH.STV>(PASS).	man.marry|3SBJ<TH.STV>(PASS).	1
3SBJ<TH.STV>(PASS).	crow	3SBJ<TH.STV>(PASS).|crow	1
marry	3SBJ.DEF.	marry|3SBJ.DEF.	4
3SBJ.DEF.	some.time	3SBJ.DEF.|some.time	2
some.time	DEF	some.time|DEF	1
DEF	happen[nmlz]	DEF|happen[nmlz]	8
ITER	man.marry	ITER|man.marry	1
man.marry	3SBJ<TH.STV>PASS.	man.marry|3SBJ<TH.STV>PASS.	1
3SBJ<TH.STV>PASS.	deer	3SBJ<TH.STV>PASS.|deer	1
man.marry	TH.STV	man.marry|TH.STV	1
TH.STV	3SBJ.INDF.	TH.STV|3SBJ.INDF.	4
3SBJ.INDF.	woods	3SBJ.INDF.|woods	1
3SBJ.DEF.	DEF	3SBJ.DEF.|DEF	4
be.so[3sbj]	3NEG	be.so[3sbj]|3NEG	1
be.right	tasting[3sbj].	be.right|tasting[3sbj].	1
DEM.DIST	hither	DEM.DIST|hither	1
hither	already	hither|already	1
already	EMP	already|EMP	2
NMLZ.A	be.good	NMLZ.A|be.good	1
3POSS	cook	3POSS|cook	1
cook	NMLZ.INF	cook|NMLZ.INF	1
EMP	enjoy.eating	EMP|enjoy.eating	2
enjoy.eating	3OBJ	enjoy.eating|3OBJ	2
around	1POSS	around|1POSS	2
1POSS	PROG	1POSS|PROG	5
OPT	cook	OPT|cook	1
3SBJ.DEF	2SBJ.HORT	3SBJ.DEF|2SBJ.HORT	1
be.good	very	be.good|very	1
very	taste[3sbj].	very|taste[3sbj].	1
taste[3sbj].	what.int	taste[3sbj].|what.int	1
what.int	acorn	what.int|acorn	1
acorn	EMP	acorn|EMP	1
2NEG	prepare	2NEG|prepare	1
prepare	TH.1OBJ	prepare|TH.1OBJ	1
1OBJ	NEG[3SBJ]?	1OBJ|NEG[3SBJ]?	1
NEG[3SBJ]?	around	NEG[3SBJ]?|around	1
around	pound[2sbj.imp]	around|pound[2sbj.imp]	1
smell.of	TH.SUB	smell.of|TH.SUB	1
TH.SUB	3OBJ	TH.SUB|3OBJ	1
DEM	smell.disagreeable	DEM|smell.disagreeable	2
smell.disagreeable	3SBJ<NMLZ.P>STV?	smell.disagreeable|3SBJ<NMLZ.P>STV?	1
3SBJ<NMLZ.P>STV?	acorn	3SBJ<NMLZ.P>STV?|acorn	1
smell.disagreeable	3SBJ.STV.	smell.disagreeable|3SBJ.STV.	1
3SBJ.STV.	1NEG	3SBJ.STV.|1NEG	1
1NEG	EMPH	1NEG|EMPH	1
EMPH	eat	EMPH|eat	1
eat	come[1sbj]	eat|come[1sbj]	1
AFF.	1SG	AFF.|1SG	1
ADVS	AFF	ADVS|AFF	4
go.to	eat[1sbj]	go.to|eat[1sbj]	1
eat[1sbj]	be.good	eat[1sbj]|be.good	1
EMP	taste[3sbj].	EMP|taste[3sbj].	1
hear.news	TH.STV	hear.news|TH.STV	1
TH.STV	3SBJ.STV[NMLZ]	TH.STV|3SBJ.STV[NMLZ]	1
3SBJ.STV[NMLZ]	INCH	3SBJ.STV[NMLZ]|INCH	1
INCH	dance	INCH|dance	15
dance	3SBJ.INDF.	dance|3SBJ.INDF.	19
go.to	listen.to[1sbj]	go.to|listen.to[1sbj]	1
listen.to[1sbj]	AFF.	listen.to[1sbj]|AFF.	1
be.many	happen.so[3sbj].	be.many|happen.so[3sbj].	1
happen.so[3sbj].	EMPH	happen.so[3sbj].|EMPH	1
INCH	get.power[3sbj].	INCH|get.power[3sbj].	1
get.power[3sbj].	DEM	get.power[3sbj].|DEM	1
suddenly	do	suddenly|do	1
do	1SBJ	do|1SBJ	1
1SBJ	dance	1SBJ|dance	1
dance	1SBJ	dance|1SBJ	2
be.one	out	be.one|out	1
eagle	go.to	eagle|go.to	1
TH.IMPL	INST.IMPL[3SBJ].	TH.IMPL|INST.IMPL[3SBJ].	2
PST	tell.news	PST|tell.news	1
tell.news	EMP	tell.news|EMP	1
EMP	narrate	EMP|narrate	1
narrate	3SBJ.PASS	narrate|3SBJ.PASS	1
PROG	dance	PROG|dance	10
on.arrival	be.one	on.arrival|be.one	1
UNK	move.board.out.of.side.of.house	UNK|move.board.out.of.side.of.house	1
move.board.out.of.side.of.house	3SBJ<TH.IMPL>IMPL.	move.board.out.of.side.of.house|3SBJ<TH.IMPL>IMPL.	1
out	EMP	out|EMP	2
EMP	drag	EMP|drag	1
drag	3SBJ.INDF.	drag|3SBJ.INDF.	1
UNK	REFL	UNK|REFL	1
3SBJ.DEF	where	3SBJ.DEF|where	1
PROG	abuse	PROG|abuse	1
abuse	3SBJ<NMLZ.P>PASS.	abuse|3SBJ<NMLZ.P>PASS.	1
3POSS	mother	3POSS|mother	1
mother	3POSS	mother|3POSS	1
3SBJ.DEF.	long.way	3SBJ.DEF.|long.way	1
long.way	dwell[3sbj].	long.way|dwell[3sbj].	1
around	go.about	around|go.about	1
AFF.	all	AFF.|all	1
all	come.from	all|come.from	1
come.from	1SBJ	come.from|1SBJ	1
children	PL	children|PL	1
1SBJ.SBJV.	go.to	1SBJ.SBJV.|go.to	1
3NEG	PL	3NEG|PL	1
PL	see	PL|see	1
all.right.	PST	all.right.|PST	3
3SBJ.DEF	take.hold.of	3SBJ.DEF|take.hold.of	1
take.hold.of	CAUS	take.hold.of|CAUS	1
CAUS	NMLZ.INF	CAUS|NMLZ.INF	1
way.up	west	way.up|west	3
west	DEM	west|DEM	1
be.long.time	3NEG	be.long.time|3NEG	1
3NEG	stay[3sbj].	3NEG|stay[3sbj].	1
come	be.one	come|be.one	1
ask	TH.IMPL	ask|TH.IMPL	4
INST.IMPL[3SBJ.PASS]	where.int	INST.IMPL[3SBJ.PASS]|where.int	1
where.int	children	where.int|children	1
PL	do.to	PL|do.to	1
do.to	3OBJ	do.to|3OBJ	5
3OBJ	2SBJ.SBJV?	3OBJ|2SBJ.SBJV?	2
2SBJ.SBJV?	PL	2SBJ.SBJV?|PL	1
PL	INCH	PL|INCH	1
INCH	stay[3sbj]	INCH|stay[3sbj]	1
3POSS	paternal.grandmother	3POSS|paternal.grandmother	1
paternal.grandmother	SUB	paternal.grandmother|SUB	2
3POSS	dwell[nmlz].	3POSS|dwell[nmlz].	2
3SBJ.DEF	3SG	3SBJ.DEF|3SG	5
3SG	be.one	3SG|be.one	1
EMP	eat[3sbj].	EMP|eat[3sbj].	1
eat[3sbj].	DEM	eat[3sbj].|DEM	1
